"county","year","month","All causes (total)","Alzheimer's disease","Malignant neoplasms","Chronic lower respiratory diseases","Diabetes mellitus","Assault (homicide)","Diseases of heart","Essential hypertension and hypertensive renal disease","Accidents (unintentional injuries)","Chronic liver disease and cirrhosis","Nephritis, nephrotic syndrome and nephrosis","Parkinson's disease","Influenza and pneumonia","Cerebrovascular diseases","Intentional self-harm (suicide)"
"San Mateo",2012,9,354,18,88,14,0,0,99,0,12,0,0,0,0,26,0
"Santa Barbara",2012,9,256,0,67,0,0,0,62,0,15,0,0,0,0,24,0
"Santa Clara",2012,9,696,63,172,18,31,0,158,16,39,18,0,11,22,28,0
"Santa Cruz",2012,9,148,0,41,0,0,0,43,0,0,0,0,0,0,0,0
"Shasta",2012,9,192,0,36,12,0,0,51,0,18,0,0,0,0,0,0
"Sierra",2012,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2012,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solano",2012,9,194,16,56,0,0,0,25,0,0,0,0,0,0,0,0
"Sonoma",2012,9,274,13,67,13,12,0,60,0,0,0,0,0,0,18,0
"Stanislaus",2012,9,313,11,75,21,0,0,73,0,22,0,0,0,0,13,0
"Sutter",2012,9,43,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"Tehama",2012,9,53,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"Trinity",2012,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare",2012,9,208,0,40,12,0,0,53,0,0,0,0,0,0,0,0
"Tuolumne",2012,9,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ventura",2012,9,365,21,95,13,0,0,66,0,30,0,0,0,0,24,0
"Yolo",2012,9,71,0,19,0,0,0,0,0,0,0,0,0,0,0,0
"Yuba",2012,9,63,0,13,0,0,0,12,0,0,0,0,0,0,0,0
"Alameda",2012,10,738,26,188,28,30,20,159,20,19,0,0,0,17,45,12
"Alpine",2012,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amador",2012,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butte",2012,10,215,11,37,18,0,0,44,0,22,0,0,0,0,15,0
"Calaveras",2012,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colusa",2012,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa",2012,10,611,40,164,31,13,0,124,13,16,12,0,0,0,37,0
"Del Norte",2012,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Dorado",2012,10,90,0,19,0,0,0,27,0,0,0,0,0,0,0,0
"Fresno",2012,10,524,19,106,20,15,0,119,25,34,0,0,0,0,37,0
"Glenn",2012,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2012,10,86,0,23,0,0,0,20,0,0,0,0,0,0,0,0
"Imperial",2012,10,59,0,15,0,0,0,16,0,0,0,0,0,0,0,0
"Inyo",2012,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2012,10,448,0,93,30,22,0,99,0,26,0,0,0,0,21,0
"Kings",2012,10,67,0,11,0,0,0,12,0,0,0,0,0,0,0,0
"Lake",2012,10,49,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"Lassen",2012,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles",2012,10,4862,203,1274,198,158,61,1268,114,166,123,78,45,135,288,63
"Madera",2012,10,82,0,14,0,0,0,19,0,0,0,0,0,0,0,0
"Marin",2012,10,142,0,44,0,0,0,30,0,0,0,0,0,0,0,0
"Mariposa",2012,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino",2012,10,57,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"Merced",2012,10,101,0,28,0,0,0,27,0,0,0,0,0,0,0,0
"Modoc",2012,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono",2012,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monterey",2012,10,194,0,43,0,0,0,52,0,0,0,0,0,0,16,0
"Napa",2012,10,114,0,24,0,0,0,33,0,0,0,0,0,0,0,0
"Nevada",2012,10,76,0,19,0,0,0,19,0,0,0,0,0,0,0,0
"Orange",2012,10,1510,92,394,75,34,0,389,23,67,21,13,17,42,94,23
"Placer",2012,10,249,12,61,0,0,0,63,0,0,0,0,0,0,11,0
"Plumas",2012,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside",2012,10,1111,52,275,61,31,0,301,18,56,19,0,0,17,37,24
"Sacramento",2012,10,926,27,226,38,23,12,207,13,42,19,11,0,12,55,16
"San Benito",2012,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Bernardino",2012,10,1032,26,244,72,48,11,249,18,37,26,0,15,16,49,15
"San Diego",2012,10,1734,103,415,89,57,0,403,27,94,33,0,14,17,98,32
"San Francisco",2012,10,429,13,115,0,0,0,89,0,21,0,0,0,0,27,0
"San Joaquin",2012,10,357,29,76,13,0,0,82,0,21,0,0,0,0,18,0
"San Luis Obispo",2012,10,192,0,37,0,0,0,55,0,0,0,0,0,0,16,0
"San Mateo",2012,10,398,18,108,0,11,0,92,0,12,0,0,0,0,33,0
"Santa Barbara",2012,10,247,14,58,0,0,0,73,0,0,0,0,0,0,13,0
"Santa Clara",2012,10,835,57,235,25,24,0,162,23,51,24,0,0,0,50,13
"Santa Cruz",2012,10,116,0,36,0,0,0,30,0,0,0,0,0,0,0,0
"Shasta",2012,10,165,0,28,0,0,0,44,0,0,0,0,0,0,11,0
"Sierra",2012,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2012,10,34,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"Solano",2012,10,205,0,62,0,0,0,41,0,0,0,0,0,0,0,0
"Sonoma",2012,10,317,16,77,19,0,0,70,0,0,0,0,0,0,18,0
"Stanislaus",2012,10,327,24,68,22,0,0,89,0,16,0,0,0,0,21,0
"Sutter",2012,10,47,0,12,0,0,0,11,0,0,0,0,0,0,0,0
"Tehama",2012,10,42,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"Trinity",2012,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare",2012,10,206,0,52,12,0,0,52,0,0,0,0,0,0,12,0
"Tuolumne",2012,10,53,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"Ventura",2012,10,398,19,97,18,11,0,85,0,20,0,0,0,0,19,0
"Yolo",2012,10,101,0,32,0,0,0,24,0,0,0,0,0,0,0,0
"Yuba",2012,10,57,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"Alameda",2012,11,760,30,175,28,33,11,152,28,27,13,12,0,13,55,12
"Alpine",2012,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amador",2012,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butte",2012,11,205,15,54,17,0,0,45,0,0,0,0,0,0,0,0
"Calaveras",2012,11,32,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"Colusa",2012,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa",2012,11,630,35,140,32,18,0,134,14,27,0,0,0,12,49,14
"Del Norte",2012,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Dorado",2012,11,80,0,24,0,0,0,22,0,0,0,0,0,0,0,0
"Fresno",2012,11,626,28,125,27,18,0,154,13,44,12,0,0,24,35,0
"Glenn",2012,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2012,11,96,0,22,0,0,0,19,0,0,0,0,0,0,0,0
"Imperial",2012,11,48,0,0,0,0,0,17,0,0,0,0,0,0,0,0
"Inyo",2012,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2012,11,494,15,112,27,26,0,118,14,31,0,0,0,0,25,0
"Kings",2012,11,57,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"Lake",2012,11,71,0,11,0,0,0,17,0,0,0,0,0,0,0,0
"Lassen",2012,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles",2012,11,5071,225,1244,220,170,55,1345,127,181,107,84,48,176,288,67
"Madera",2012,11,61,0,0,0,0,0,14,0,11,0,0,0,0,0,0
"Marin",2012,11,166,14,45,0,0,0,41,0,0,0,0,0,0,0,0
"Mariposa",2012,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino",2012,11,52,0,12,0,0,0,18,0,0,0,0,0,0,0,0
"Merced",2012,11,114,0,25,0,0,0,25,0,0,0,0,0,0,0,0
"Modoc",2012,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono",2012,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monterey",2012,11,187,0,50,0,0,0,45,0,0,0,0,0,0,16,0
"Napa",2012,11,112,0,21,0,0,0,36,0,0,0,0,0,0,0,0
"Nevada",2012,11,82,0,26,0,0,0,18,0,0,0,0,0,0,0,0
"Orange",2012,11,1563,103,369,85,34,0,422,22,53,18,24,19,41,90,25
"Placer",2012,11,276,19,56,14,0,0,64,0,15,0,0,0,0,12,0
"Plumas",2012,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside",2012,11,1211,42,278,77,37,0,343,14,69,22,14,15,25,63,24
"Sacramento",2012,11,877,33,174,42,19,11,226,14,52,20,0,0,20,45,0
"San Benito",2012,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Bernardino",2012,11,1060,28,242,62,46,18,279,17,22,26,0,0,17,56,16
"San Diego",2012,11,1696,104,451,72,61,0,380,30,79,32,0,31,16,84,34
"San Francisco",2012,11,496,18,133,25,15,0,97,0,0,0,0,0,0,32,0
"San Joaquin",2012,11,366,25,74,19,13,0,91,0,11,0,0,0,0,23,0
"San Luis Obispo",2012,11,177,0,37,12,0,0,44,0,11,0,0,0,0,13,0
"San Mateo",2012,11,360,13,99,23,0,0,86,0,0,0,0,0,13,20,0
"Santa Barbara",2012,11,258,21,58,11,0,0,61,0,0,0,0,0,0,18,0
"Santa Clara",2012,11,881,43,231,40,40,0,184,16,52,16,0,15,22,56,0
"Santa Cruz",2012,11,147,0,41,0,0,0,31,0,0,0,0,0,0,0,0
"Shasta",2012,11,197,0,47,16,0,0,42,0,11,0,0,0,0,0,0
"Sierra",2012,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2012,11,34,0,0,0,0,0,14,0,0,0,0,0,0,0,0
"Solano",2012,11,224,0,68,0,0,0,46,0,0,0,0,0,0,0,0
"Sonoma",2012,11,328,27,83,17,0,0,69,0,0,0,0,0,0,19,0
"Stanislaus",2012,11,359,23,76,20,0,0,100,0,19,0,0,0,0,24,0
"Sutter",2012,11,43,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"Tehama",2012,11,48,0,15,0,0,0,11,0,0,0,0,0,0,0,0
"Trinity",2012,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare",2012,11,227,0,43,0,0,0,61,0,11,0,0,0,0,17,0
"Tuolumne",2012,11,35,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"Ventura",2012,11,432,29,101,21,0,0,93,0,15,11,0,0,0,23,0
"Yolo",2012,11,87,0,19,0,0,0,0,0,0,0,0,0,0,0,0
"Yuba",2012,11,57,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"Alameda",2012,12,871,43,203,46,27,17,185,26,29,19,0,11,18,56,0
"Alpine",2012,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amador",2012,12,39,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"Butte",2012,12,199,11,39,21,0,0,49,0,0,0,0,0,0,11,0
"Calaveras",2012,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colusa",2012,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa",2012,12,633,25,147,33,21,0,150,16,32,0,0,0,0,31,0
"Del Norte",2012,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Dorado",2012,12,109,0,30,0,0,0,31,0,0,0,0,0,0,0,0
"Fresno",2012,12,563,26,103,21,17,0,124,22,37,0,0,0,15,35,0
"Glenn",2012,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2012,12,121,0,25,0,0,0,22,0,0,0,0,0,0,0,0
"Imperial",2012,12,49,0,15,0,0,0,14,0,0,0,0,0,0,0,0
"Inyo",2012,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2012,12,498,20,89,34,22,0,121,0,26,0,0,0,11,33,0
"Kings",2012,12,67,0,17,0,0,0,21,0,0,0,0,0,0,0,0
"Lake",2012,12,58,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"Lassen",2012,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles",2012,12,5330,205,1247,253,220,51,1464,119,204,117,72,55,203,311,56
"Madera",2012,12,66,0,11,0,0,0,23,0,0,0,0,0,0,0,0
"Marin",2012,12,185,18,37,0,0,0,43,0,20,0,0,0,0,0,0
"Mariposa",2012,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino",2012,12,60,0,19,0,0,0,14,0,0,0,0,0,0,0,0
"Merced",2012,12,111,0,28,11,0,0,20,0,0,0,0,0,0,0,0
"Modoc",2012,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono",2012,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monterey",2012,12,196,0,45,15,11,0,45,0,0,0,0,0,0,18,0
"Napa",2012,12,123,0,25,0,0,0,30,0,0,0,0,0,0,0,0
"Nevada",2012,12,76,0,24,0,0,0,22,0,0,0,0,0,0,0,0
"Orange",2012,12,1687,108,392,88,48,0,439,24,55,37,34,27,62,107,17
"Placer",2012,12,280,11,59,25,0,0,75,0,12,0,0,0,0,15,0
"Plumas",2012,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside",2012,12,1251,55,296,82,38,0,321,19,40,29,21,15,26,66,26
"Sacramento",2012,12,971,48,231,46,35,0,217,18,33,16,0,0,22,55,13
"San Benito",2012,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Bernardino",2012,12,1091,31,233,72,58,0,264,15,48,24,11,11,21,62,13
"San Diego",2012,12,1835,101,433,113,64,0,418,39,96,31,11,23,25,87,26
"San Francisco",2012,12,576,20,147,14,11,0,124,0,0,19,0,0,0,33,0
"San Joaquin",2012,12,453,19,100,29,24,0,103,0,25,14,0,0,12,22,0
"San Luis Obispo",2012,12,196,0,46,13,0,0,33,0,15,0,0,0,0,18,0
"San Mateo",2012,12,376,21,93,14,0,0,97,0,19,0,0,0,14,30,0
"Santa Barbara",2012,12,263,15,60,0,0,0,54,0,15,0,0,0,0,18,0
"Santa Clara",2012,12,914,63,259,38,34,0,193,29,46,26,0,0,17,30,0
"Santa Cruz",2012,12,141,13,23,0,0,0,38,0,0,0,0,0,0,0,0
"Shasta",2012,12,208,0,44,19,0,0,45,0,13,0,0,0,0,18,0
"Sierra",2012,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2012,12,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solano",2012,12,235,14,55,17,0,0,53,0,0,0,0,0,0,11,0
"Sonoma",2012,12,312,20,67,20,13,0,71,0,0,0,0,0,0,16,0
"Stanislaus",2012,12,396,14,85,31,13,0,112,0,13,0,0,0,0,12,0
"Sutter",2012,12,45,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"Tehama",2012,12,38,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"Trinity",2012,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare",2012,12,238,0,46,24,13,0,56,0,11,0,0,0,0,0,0
"Tuolumne",2012,12,50,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"Ventura",2012,12,435,21,105,31,11,0,94,0,21,0,0,0,0,20,11
"Yolo",2012,12,101,0,22,0,0,0,21,0,0,0,0,0,0,0,0
"Yuba",2012,12,66,0,11,0,0,0,19,0,0,0,0,0,0,0,0
"Alameda",2013,1,979,49,196,53,29,0,206,27,26,15,13,0,44,48,11
"Alpine",2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amador",2013,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butte",2013,1,225,0,49,19,11,0,51,0,15,0,0,0,0,17,0
"Calaveras",2013,1,49,0,0,0,0,0,17,0,0,0,0,0,0,0,0
"Colusa",2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa",2013,1,730,44,159,51,17,0,164,15,31,0,0,0,25,45,18
"Del Norte",2013,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Dorado",2013,1,115,0,27,0,0,0,23,0,0,0,0,0,0,0,0
"Fresno",2013,1,706,33,125,34,23,0,179,28,33,12,0,0,25,51,0
"Glenn",2013,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2013,1,113,0,19,0,0,0,26,0,0,0,0,0,0,0,0
"Imperial",2013,1,100,0,14,0,0,0,31,0,0,0,0,0,0,0,0
"Inyo",2013,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2013,1,514,17,95,52,16,0,122,0,36,0,0,0,12,18,11
"Kings",2013,1,86,0,19,0,0,0,20,0,0,0,0,0,0,0,0
"Lake",2013,1,69,0,14,0,0,0,16,0,0,0,0,0,0,0,0
"Lassen",2013,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles",2013,1,6178,312,1245,360,253,44,1799,116,172,122,96,59,307,344,80
"Madera",2013,1,84,0,15,0,0,0,19,0,0,0,0,0,0,0,0
"Marin",2013,1,208,19,41,12,0,0,42,0,0,0,0,0,0,0,0
"Mariposa",2013,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino",2013,1,71,0,18,0,0,0,14,0,0,0,0,0,0,0,0
"Merced",2013,1,124,0,29,0,0,0,33,0,0,0,0,0,0,0,0
"Modoc",2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono",2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monterey",2013,1,229,0,54,0,11,0,59,0,11,0,0,0,0,0,0
"Napa",2013,1,115,0,31,0,0,0,28,0,0,0,0,0,0,0,0
"Nevada",2013,1,93,0,19,0,0,0,17,0,0,0,0,0,0,0,0
"Orange",2013,1,2006,132,396,110,51,0,540,29,63,30,24,20,116,137,29
"Placer",2013,1,341,23,62,27,12,0,80,0,15,0,0,0,0,21,0
"Plumas",2013,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside",2013,1,1404,56,267,110,45,0,387,32,61,26,12,27,42,77,17
"Sacramento",2013,1,1083,45,225,78,38,0,269,20,47,15,15,0,31,50,23
"San Benito",2013,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Bernardino",2013,1,1335,45,266,87,65,11,353,27,42,29,14,13,40,74,22
"San Diego",2013,1,2176,142,470,123,80,0,539,40,99,34,12,29,68,101,34
"San Francisco",2013,1,612,28,129,26,14,0,137,0,32,11,0,0,20,33,0
"San Joaquin",2013,1,456,25,79,35,17,0,119,0,19,0,0,0,24,27,0
"San Luis Obispo",2013,1,190,0,35,13,0,0,45,0,0,0,0,0,0,22,0
"San Mateo",2013,1,480,51,88,37,14,0,118,11,13,12,0,0,23,19,0
"Santa Barbara",2013,1,296,19,61,14,0,0,76,0,11,0,0,0,0,22,0
"Santa Clara",2013,1,1036,61,232,53,45,0,223,25,42,21,0,0,46,52,0
"Santa Cruz",2013,1,187,0,40,15,0,0,49,0,0,0,0,0,0,12,0
"Shasta",2013,1,209,0,45,19,0,0,42,0,12,0,0,0,0,0,0
"Sierra",2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2013,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solano",2013,1,270,17,78,16,0,0,56,0,0,0,0,0,0,15,0
"Sonoma",2013,1,372,33,87,23,13,0,81,0,15,0,0,0,0,22,0
"Stanislaus",2013,1,428,20,76,40,12,0,119,0,18,14,0,0,11,15,0
"Sutter",2013,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tehama",2013,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trinity",2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare",2013,1,279,0,48,26,11,0,69,0,11,0,0,0,0,19,0
"Tuolumne",2013,1,49,0,14,0,0,0,13,0,0,0,0,0,0,0,0
"Ventura",2013,1,511,33,112,18,16,0,118,18,25,0,0,0,19,28,0
"Yolo",2013,1,119,14,22,11,0,0,35,0,0,0,0,0,0,0,0
"Yuba",2013,1,66,0,13,0,0,0,19,0,0,0,0,0,0,0,0
"Alameda",2013,2,849,39,163,34,33,0,205,13,42,15,14,0,35,52,0
"Alpine",2013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amador",2013,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butte",2013,2,225,15,46,21,0,0,49,0,12,0,0,0,11,11,0
"Calaveras",2013,2,40,0,0,0,0,0,14,0,0,0,0,0,0,0,0
"Colusa",2013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa",2013,2,668,57,160,49,19,0,119,0,31,15,0,0,24,33,0
"Del Norte",2013,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Dorado",2013,2,78,0,21,0,0,0,19,0,0,0,0,0,0,0,0
"Fresno",2013,2,601,22,100,44,21,0,156,13,34,11,0,0,22,39,0
"Glenn",2013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2013,2,113,0,19,0,0,0,27,0,0,0,0,0,0,0,0
"Imperial",2013,2,72,0,13,0,0,0,18,0,0,0,0,0,0,0,0
"Inyo",2013,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2013,2,443,20,74,33,16,0,117,0,32,0,0,0,11,19,13
"Kings",2013,2,60,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"Lake",2013,2,62,0,0,11,0,0,14,0,0,0,0,0,0,0,0
"Lassen",2013,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles",2013,2,5556,246,1094,351,217,44,1578,118,151,126,103,51,294,303,55
"Madera",2013,2,94,0,15,0,0,0,27,0,0,0,0,0,0,0,0
"Marin",2013,2,164,14,27,0,0,0,27,0,11,0,0,0,0,20,0
"Mariposa",2013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino",2013,2,62,0,14,0,0,0,0,0,0,0,0,0,0,0,0
"Merced",2013,2,112,0,23,0,0,0,25,0,0,0,0,0,0,0,0
"Modoc",2013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mono",2013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monterey",2013,2,223,0,39,11,0,0,53,0,14,0,0,0,0,15,0
"Napa",2013,2,112,0,29,0,0,0,31,0,0,0,0,0,0,0,0
"Nevada",2013,2,85,0,14,12,0,0,20,0,0,0,0,0,0,0,0
"Orange",2013,2,1739,118,347,120,63,0,433,23,47,27,26,23,73,106,19
"Placer",2013,2,268,0,52,26,0,0,73,0,16,0,0,0,0,14,0
"Plumas",2013,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside",2013,2,1271,62,273,107,35,0,357,32,55,24,18,0,47,57,15
"Sacramento",2013,2,957,41,212,65,30,0,234,18,42,19,12,0,26,47,17
"San Benito",2013,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Bernardino",2013,2,1142,40,240,90,38,11,288,22,50,23,13,0,44,51,0
"San Diego",2013,2,1939,136,405,112,46,0,476,34,85,29,0,20,58,111,47
"San Francisco",2013,2,505,35,108,27,12,0,85,0,22,0,0,0,22,37,0
"San Joaquin",2013,2,405,27,76,43,20,0,83,0,21,0,0,0,14,25,0
"San Luis Obispo",2013,2,204,0,39,12,0,0,45,0,11,0,0,0,0,20,0
"San Mateo",2013,2,421,32,72,16,14,0,122,0,12,0,0,0,20,28,0
"Santa Barbara",2013,2,304,14,60,22,0,0,72,0,0,0,0,0,13,21,0
"Santa Clara",2013,2,948,48,219,48,42,0,215,25,38,16,0,11,40,53,14
"Santa Cruz",2013,2,151,0,25,0,0,0,42,0,0,0,0,0,0,0,0
"Shasta",2013,2,204,15,40,23,0,0,47,0,0,0,0,0,0,0,0
"Sierra",2013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou",2013,2,44,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"Solano",2013,2,267,20,71,23,0,0,50,0,0,0,0,0,11,11,0
"Sonoma",2013,2,382,32,71,30,0,0,76,0,19,0,0,0,13,22,0
"Stanislaus",2013,2,403,0,87,29,11,0,102,0,24,0,0,0,15,18,0
"Sutter",2013,2,50,0,0,15,0,0,11,0,0,0,0,0,0,0,0
"Tehama",2013,2,45,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"Trinity",2013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare",2013,2,236,0,45,12,0,0,75,0,0,0,0,0,0,13,0
"Tuolumne",2013,2,52,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"Ventura",2013,2,446,19,102,29,23,0,84,17,17,0,0,0,17,24,0
"Yolo",2013,2,135,0,23,13,0,0,37,0,0,0,0,0,0,0,0
"Yuba",2013,2,55,0,0,0,0,0,14,0,0,0,0,0,0,0,0
"Alameda",2013,3,936,31,216,62,30,16,205,20,40,14,0,0,20,48,11
"Alpine",2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amador",2013,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butte",2013,3,233,0,46,20,0,0,55,0,13,0,0,0,0,13,0
"Calaveras",2013,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colusa",2013,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Contra Costa",2013,3,623,26,169,29,23,0,115,15,23,0,0,0,14,41,0
"Del Norte",2013,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Dorado",2013,3,87,0,30,0,0,0,23,0,0,0,0,0,0,0,0
"Fresno",2013,3,620,24,104,33,28,0,142,23,33,14,0,11,25,43,0
"Glenn",2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humboldt",2013,3,125,0,27,0,0,0,23,0,0,0,0,0,0,0,0
"Imperial",2013,3,79,0,0,0,0,0,30,0,0,0,0,0,0,0,0
"Inyo",2013,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kern",2013,3,462,11,82,39,20,0,116,0,35,11,0,0,11,22,12
"Kings",2013,3,69,0,11,0,0,0,16,0,0,0,0,0,0,0,0
"Lake",2013,3,56,0,17,0,0,0,12,0,0,0,0,0,0,0,0
"Lassen",2013,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles",2013,3,5514,227,1232,284,185,53,1545,112,209,107,80,44,234,306,60
"Madera",2013,3,84,0,14,0,0,0,26,0,0,0,0,0,0,0,0
"Marin",2013,3,168,14,50,0,0,0,29,0,11,0,0,0,0,0,0
"Mariposa",2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mendocino",2013,3,80,0,16,0,0,0,16,0,0,0,0,0,0,0,0
"Merced",2013,3,114,0,23,0,0,0,35,0,0,0,0,0,0,0,0
